company_name,high,low,last_price,prev_close,change,percent_gain
Kaynes Tech,"6,244.50","5,896.50","6,095.00","5,867.50",227.5,3.88
JK Bank,116.21,112.50,115.85,111.54,4.31,3.86
Schaeffler Ind,"4,077.60","3,908.60","4,047.30","3,897.30",150,3.85
RBL Bank,249.80,241.50,248.48,239.38,9.1,3.8
Poly Medicure,"2,240.00","2,145.00","2,223.60","2,146.50",77.1,3.59
Dixon Technolog,"15,108.00","14,425.00","14,983.00","14,473.00",510,3.52
Asahi India,761.80,735.00,759.15,733.50,25.65,3.5
Apar Ind,"8,757.00","8,474.00","8,721.50","8,438.00",283.5,3.36
PTC Industries,"15,735.00","15,013.00","15,569.00","15,067.00",502,3.33
Trent,"6,261.00","5,968.00","6,217.50","6,019.50",198,3.29
Laurus Labs,727.00,704.00,724.85,701.80,23.05,3.28
Rainbow Child,"1,578.70","1,516.00","1,562.00","1,513.20",48.8,3.22
Jubilant Pharmo,"1,221.60","1,173.00","1,210.60","1,173.90",36.7,3.13
Usha Martin,368.70,354.25,366.60,355.55,11.05,3.11
Bank of Baroda,249.68,242.31,248.78,241.33,7.45,3.09
EIH,370.40,358.35,369.35,358.35,11,3.07
MMTC,73.65,70.30,72.77,70.61,2.16,3.06
Union Bank,155.00,149.51,153.60,149.06,4.54,3.05
Coromandel Int,"2,519.00","2,358.80","2,505.20","2,432.20",73,3
Zen Tech,"2,005.00","1,940.00","1,981.30","1,923.90",57.4,2.98
Bayer CropScien,"6,393.50","6,070.50","6,294.50","6,114.00",180.5,2.95
Gland,"1,844.00","1,781.40","1,833.60","1,781.40",52.2,2.93
Valor Estate,236.70,229.33,234.48,227.85,6.63,2.91
Canara Bank,114.61,111.47,114.20,110.98,3.22,2.9
Canara Bank,114.61,111.47,114.20,110.98,3.22,2.9
Bharat Dynamics,"1,954.90","1,883.60","1,943.20","1,890.10",53.1,2.81
Bharat Dynamics,"1,954.90","1,883.60","1,943.20","1,890.10",53.1,2.81
Interglobe Avi,"5,997.00","5,820.00","5,976.50","5,816.00",160.5,2.76
UCO Bank,32.55,31.60,32.40,31.53,0.87,2.76
Data Patterns,"2,912.00","2,839.70","2,900.70","2,824.00",76.7,2.72
AB Capital,278.09,268.00,276.60,269.33,7.27,2.7
Rattanindia Ent,66.40,62.40,64.93,63.23,1.7,2.69
Indian Bank,646.00,628.35,643.45,626.80,16.65,2.66
UTI AMC,"1,294.00","1,256.20","1,290.80","1,257.60",33.2,2.64
UPL,664.50,643.70,661.25,644.90,16.35,2.54
Cohance Life,978.50,934.20,967.90,944.10,23.8,2.52
Himadri Special,523.60,506.05,517.80,505.15,12.65,2.5
Glenmark,"1,758.20","1,715.40","1,753.80","1,711.20",42.6,2.49
Sundaram Fin,"5,193.00","4,964.00","5,173.50","5,048.50",125,2.48
Route,"1,039.90","1,007.00","1,023.75",999.30,24.45,2.45
JSW Holdings,"22,695.00","21,900.00","22,525.00","21,995.00",530,2.41
Aadhar Housing ,460.00,446.10,454.60,444.20,10.4,2.34
Siemens,"3,298.70","3,196.20","3,251.50","3,178.40",73.1,2.3
Divis Labs,"6,829.00","6,666.00","6,809.50","6,658.00",151.5,2.28
Federal Bank,214.40,210.01,213.12,208.39,4.73,2.27
Poonawalla Fin,467.55,451.65,466.05,455.75,10.3,2.26
Anant Raj,574.80,554.35,566.45,554.00,12.45,2.25
Mazagon Dock,"3,289.00","3,193.00","3,244.30","3,174.00",70.3,2.21
Mazagon Dock,"3,289.00","3,193.00","3,244.30","3,174.00",70.3,2.21
Finolex Cables,990.00,965.00,979.60,958.60,21,2.19
Gujarat Fluoro,"3,654.00","3,541.00","3,630.80","3,553.30",77.5,2.18
Jindal Stainles,708.80,691.55,705.10,690.05,15.05,2.18
Bandhan Bank,192.48,185.31,189.64,185.61,4.03,2.17
Castrol,224.10,216.65,221.73,217.02,4.71,2.17
INDUS TOWERS,423.00,411.65,421.10,412.20,8.9,2.16
Thermax,"3,452.00","3,360.00","3,419.30","3,347.80",71.5,2.14
Ajanta Pharma,"2,584.10","2,543.20","2,574.10","2,520.70",53.4,2.12
SRF,"3,251.80","3,151.80","3,242.10","3,174.80",67.3,2.12
Abbott India,"35,790.00","34,140.00","35,670.00","34,940.00",730,2.09
IDBI Bank,106.32,101.61,103.43,101.32,2.11,2.08
Nippon,806.00,792.35,800.05,783.75,16.3,2.08
Muthoot Finance,"2,657.00","2,565.70","2,623.90","2,570.70",53.2,2.07
Kalyan Jeweller,559.05,542.25,555.85,544.75,11.1,2.04
IEX,193.50,189.75,193.11,189.28,3.83,2.02
Torrent Pharma,"3,478.90","3,322.00","3,408.20","3,341.40",66.8,2
Netweb,"1,855.00","1,817.10","1,845.20","1,809.50",35.7,1.97
Jyothy Labs,347.70,338.25,346.15,339.50,6.65,1.96
IOB,39.59,38.29,38.98,38.25,0.73,1.91
Ramco Cements,"1,082.00","1,052.70","1,075.20","1,055.00",20.2,1.91
CDSL,"1,812.00","1,764.00","1,794.00","1,760.50",33.5,1.9
Cummins,"3,419.80","3,360.20","3,399.40","3,337.20",62.2,1.86
SBI,821.00,807.05,820.35,805.40,14.95,1.86
PNC Infratech,313.65,305.60,308.60,303.00,5.6,1.85
Motilal Oswal,878.00,859.15,870.05,854.35,15.7,1.84
Syrma SGS,570.85,555.00,567.20,556.95,10.25,1.84
IGL,219.42,213.50,217.87,214.13,3.74,1.75
Praj Industries,510.00,499.75,508.85,500.10,8.75,1.75
Bajaj Holdings,"14,450.00","13,951.00","14,379.00","14,134.00",245,1.73
Shyam Metalics,878.00,855.60,870.40,855.60,14.8,1.73
Jubilant Ing.,771.05,752.75,762.60,749.85,12.75,1.7
Bharat Elec,423.00,414.25,421.50,414.50,7,1.69
IndusInd Bank,875.75,857.70,872.10,857.70,14.4,1.68
Minda Corp,528.95,515.05,521.50,513.10,8.4,1.64
APTUS VALUE,326.00,318.20,323.95,318.75,5.2,1.63
Kansai Nerolac,253.60,248.50,252.15,248.10,4.05,1.63
MphasiS,"2,871.00","2,802.50","2,845.40","2,800.00",45.4,1.62
Caplin Labs,"2,171.00","2,100.00","2,117.60","2,084.00",33.6,1.61
Bombay Burmah,"2,043.30","1,975.80","2,007.50","1,975.80",31.7,1.6
Reliance Power,70.90,69.18,70.29,69.18,1.11,1.6
Aditya Birla Re,"2,442.00","2,390.00","2,435.80","2,397.60",38.2,1.59
Premier Energie,"1,072.40","1,046.60","1,061.10","1,044.50",16.6,1.59
LIC India,980.00,957.20,972.80,957.70,15.1,1.58
ICICI Prudentia,659.00,643.50,657.90,647.85,10.05,1.55
Newgen Software,"1,175.00","1,155.40","1,171.80","1,153.90",17.9,1.55
Krishna Inst.,677.40,667.05,673.60,663.40,10.2,1.54
Krishna Inst.,677.40,667.05,673.60,663.40,10.2,1.54
Bank of India,119.70,117.35,118.56,116.77,1.79,1.53
Vardhman Text,501.00,492.75,500.55,493.05,7.5,1.52
Just Dial,933.00,913.50,929.00,915.30,13.7,1.5
Berger Paints,594.80,576.00,592.65,583.95,8.7,1.49
Five-Star Busin,795.00,752.00,771.80,760.50,11.3,1.49
CG Power ,686.60,670.00,682.15,672.20,9.95,1.48
Capri Global,174.75,167.25,172.70,170.20,2.5,1.47
Capri Global,174.75,167.25,172.70,170.20,2.5,1.47
LT Finance,207.80,204.50,206.01,203.02,2.99,1.47
IGIL,381.35,371.00,378.15,372.70,5.45,1.46
Power Finance,429.90,422.30,427.40,421.55,5.85,1.39
Craftsman,"5,595.50","5,477.00","5,570.50","5,494.50",76,1.38
KEC Intl,925.80,911.00,918.45,906.05,12.4,1.37
Avenue Supermar,"4,395.00","4,313.50","4,372.30","4,313.50",58.8,1.36
Fortis Health,800.10,778.40,794.50,784.00,10.5,1.34
Aster DM Health,604.00,588.15,596.05,588.20,7.85,1.33
COFORGE LTD.,"1,929.50","1,883.00","1,924.50","1,899.50",25,1.32
SUMITOMO,531.00,519.10,529.60,522.70,6.9,1.32
Zee Entertain,147.88,144.00,146.25,144.34,1.91,1.32
Bosch,"32,895.00","32,440.00","32,680.00","32,260.00",420,1.3
Hyundai Motor,"2,260.00","2,144.10","2,219.70","2,191.60",28.1,1.28
Kirloskar Bros,"2,390.20","2,253.80","2,357.40","2,327.80",29.6,1.27
GNFC,557.05,549.20,553.00,546.20,6.8,1.24
IRFC,142.79,140.10,141.72,139.99,1.73,1.24
Aurobindo Pharm,"1,159.90","1,130.00","1,134.80","1,121.00",13.8,1.23
Sammaan Capital,146.21,141.10,142.37,140.69,1.68,1.19
Gillette India,"11,006.00","10,800.00","10,909.50","10,782.50",127,1.18
Sai Life Sci,783.30,762.25,773.50,764.45,9.05,1.18
Central Bank,40.14,39.28,39.66,39.20,0.46,1.17
Colgate,"2,417.70","2,381.00","2,407.10","2,379.30",27.8,1.17
Engineers India,243.80,236.30,240.81,238.03,2.78,1.17
C. E. Info Syst,"1,765.20","1,733.50","1,759.70","1,739.70",20,1.15
ICICI Lombard ,"2,053.40","2,009.80","2,040.20","2,017.10",23.1,1.15
DOMS Industries,"2,544.70","2,448.00","2,519.70","2,491.40",28.3,1.14
Hind Copper,285.95,276.00,279.30,276.16,3.14,1.14
Supreme Ind,"4,398.90","4,316.40","4,391.40","4,342.00",49.4,1.14
Indegene,578.00,566.20,574.65,568.40,6.25,1.1
Jaiprakash Pow,18.75,18.08,18.30,18.10,0.2,1.1
Radico Khaitan,"2,630.00","2,580.00","2,617.20","2,588.80",28.4,1.1
GE Vernova TD,"2,416.20","2,303.70","2,361.10","2,335.80",25.3,1.08
Lemon Tree,141.10,138.80,140.11,138.62,1.49,1.07
Ceat,"3,689.30","3,615.00","3,684.00","3,645.30",38.7,1.06
Cochin Shipyard,"2,093.60","2,045.80","2,065.80","2,044.20",21.6,1.06
Cochin Shipyard,"2,093.60","2,045.80","2,065.80","2,044.20",21.6,1.06
AU Small Financ,822.25,808.80,817.50,809.00,8.5,1.05
BASF,"5,190.00","5,075.00","5,162.50","5,109.00",53.5,1.05
IFCI,66.10,64.22,65.17,64.49,0.68,1.05
Jio Financial,331.90,325.20,326.75,323.45,3.3,1.02
Redington,334.80,320.75,325.35,322.05,3.3,1.02
LIC Housing Fin,621.15,614.05,618.85,612.65,6.2,1.01
Polycab,"6,565.50","6,468.50","6,551.00","6,486.00",65,1
Dr Lal PathLab,"2,824.20","2,782.70","2,796.30","2,768.90",27.4,0.99
MCX India,"9,036.00","8,875.50","8,944.00","8,856.50",87.5,0.99
Shriram Finance,714.00,699.90,706.85,699.95,6.9,0.99
Shriram Finance,714.00,699.90,706.85,699.95,6.9,0.99
Adani Green Ene,"1,034.50","1,015.10","1,025.60","1,015.60",10,0.98
Britannia,"5,860.00","5,761.00","5,851.00","5,794.50",56.5,0.98
NALCO,193.26,188.60,192.70,190.83,1.87,0.98
Metropolis,"1,719.30","1,695.00","1,706.20","1,690.00",16.2,0.96
Star Health,424.85,413.80,422.70,418.70,4,0.96
Triveni Turbine,614.30,605.50,612.45,606.70,5.75,0.95
NLC India,233.82,229.27,230.27,228.13,2.14,0.94
CRISIL,"6,081.50","6,005.50","6,048.00","5,992.00",56,0.93
SJVN,101.48,99.50,100.53,99.60,0.93,0.93
HDFC Life,820.75,801.55,814.30,806.95,7.35,0.91
Vedant Fashions,818.35,804.05,811.25,804.05,7.2,0.9
Chambal Fert,567.45,560.25,565.25,560.25,5,0.89
Concord Biotech,"1,858.70","1,798.00","1,839.60","1,823.50",16.1,0.88
RamkrishnaForge,691.50,669.00,674.40,668.55,5.85,0.88
Gujarat Gas,478.00,467.70,474.80,470.70,4.1,0.87
Cera Sanitary,"6,920.00","6,842.00","6,875.00","6,816.00",59,0.87
Tube Investment,"3,129.90","3,076.40","3,109.00","3,082.10",26.9,0.87
Eternal,265.19,262.00,264.15,261.86,2.29,0.87
HDFC AMC,"5,219.80","5,147.40","5,191.80","5,148.50",43.3,0.84
BHEL,272.10,263.45,266.30,264.10,2.2,0.83
Zydus Life,991.00,978.70,989.95,981.80,8.15,0.83
Atul,"7,495.00","7,364.00","7,474.50","7,415.00",59.5,0.8
Yes Bank,20.60,20.21,20.34,20.18,0.16,0.79
Emami,573.80,562.20,571.60,567.20,4.4,0.78
Mastek,"2,451.50","2,423.20","2,440.70","2,421.70",19,0.78
India Cements,347.00,333.35,344.85,342.20,2.65,0.77
Rashtriya Chem,160.60,158.01,159.13,157.91,1.22,0.77
Tata Inv Corp,"6,920.00","6,812.50","6,861.50","6,810.50",51,0.75
Tech Mahindra,"1,689.50","1,660.00","1,687.00","1,674.40",12.6,0.75
Sobha,"1,474.00","1,450.10","1,465.80","1,455.10",10.7,0.74
AFFLE 3I,"2,040.00","1,991.00","1,998.30","1,984.10",14.2,0.72
BEML,"4,495.00","4,425.90","4,457.40","4,425.90",31.5,0.71
Blue Star,"1,653.10","1,626.50","1,635.60","1,624.00",11.6,0.71
Happiest Minds ,658.65,643.50,655.90,651.25,4.65,0.71
Tata Comm,"1,699.90","1,672.00","1,690.60","1,678.80",11.8,0.7
Adani Ports,"1,453.50","1,432.70","1,450.20","1,440.20",10,0.69
TITAGARH,961.80,938.00,942.85,936.35,6.5,0.69
Vodafone Idea,7.51,7.32,7.43,7.38,0.05,0.68
Rail Vikas,404.00,396.00,397.70,395.05,2.65,0.67
Voltas,"1,320.00","1,300.00","1,314.10","1,305.30",8.8,0.67
Alkem Lab,"4,943.50","4,902.50","4,939.00","4,906.50",32.5,0.66
IDFC First Bank,73.35,72.21,72.84,72.36,0.48,0.66
LT Foods,491.40,477.75,486.45,483.25,3.2,0.66
Solar Ind,"17,820.00","17,465.00","17,598.00","17,484.00",114,0.65
Titan Company,"3,698.50","3,652.00","3,690.20","3,666.20",24,0.65
Balrampur Chini,594.90,587.80,593.85,590.05,3.8,0.64
Olectra Greente,"1,183.00","1,166.20","1,171.60","1,164.20",7.4,0.64
HUDCO,241.25,236.50,237.56,236.04,1.52,0.64
TCS,"3,464.90","3,430.00","3,462.00","3,441.10",20.9,0.61
Bajaj Finserv,"2,064.00","2,028.00","2,056.00","2,044.00",12,0.59
Bajaj Finserv,"2,064.00","2,028.00","2,056.00","2,044.00",12,0.59
Suzlon Energy,68.17,66.50,67.72,67.32,0.4,0.59
Action Const,"1,236.00","1,190.00","1,218.60","1,211.70",6.9,0.57
Chalet Hotels,924.65,905.65,921.55,916.30,5.25,0.57
ONGC,245.70,243.00,244.21,242.83,1.38,0.57
TBO Tek,"1,508.00","1,386.20","1,399.70","1,392.10",7.6,0.55
Techno Electric,"1,634.00","1,586.00","1,600.10","1,591.60",8.5,0.53
GE Shipping,997.70,975.60,978.85,973.80,5.05,0.52
Persistent,"6,084.00","5,985.00","6,041.50","6,010.50",31,0.52
Persistent,"6,084.00","5,985.00","6,041.50","6,010.50",31,0.52
Finolex Ind,220.15,215.31,218.03,216.92,1.11,0.51
GMR Airports,85.39,84.36,85.19,84.76,0.43,0.51
One 97 Paytm,928.85,914.05,924.00,919.35,4.65,0.51
Eris Life,"1,709.80","1,646.00","1,683.80","1,675.80",8,0.48
Ashok Leyland,251.58,248.82,250.91,249.73,1.18,0.47
Container Corp,765.45,757.25,759.80,756.35,3.45,0.46
Can Fin Homes,798.55,786.00,792.90,789.30,3.6,0.46
PCBL Chemical,422.00,414.00,418.90,417.00,1.9,0.46
LTIMindtree,"5,325.00","5,241.00","5,317.00","5,293.00",24,0.45
MOTHERSON,155.45,152.55,154.83,154.13,0.7,0.45
Sona BLW,482.70,476.55,481.35,479.25,2.1,0.44
Astral Ltd,"1,512.40","1,491.60","1,506.80","1,500.40",6.4,0.43
Ambuja Cements,579.05,572.20,577.45,574.95,2.5,0.43
Alivus Life,"1,021.30",996.00,"1,005.60","1,001.30",4.3,0.43
IIFL Finance,477.90,470.15,472.75,470.75,2,0.42
Angel One,"2,983.00","2,916.30","2,922.80","2,911.20",11.6,0.4
Aditya Birla F,75.99,74.35,75.00,74.70,0.3,0.4
Authum Invest,"2,668.00","2,575.00","2,630.70","2,620.50",10.2,0.39
Blue Dart,"6,460.00","6,252.50","6,389.50","6,364.50",25,0.39
Fert and Chem,982.00,967.00,974.55,970.80,3.75,0.39
LT Technology,"4,410.00","4,358.50","4,402.10","4,385.60",16.5,0.38
Biocon,356.60,349.55,355.70,354.40,1.3,0.37
Indian Renew,172.40,169.41,170.13,169.50,0.63,0.37
Max Financial,"1,659.70","1,616.30","1,647.10","1,641.10",6,0.37
Wipro,266.74,262.90,265.98,265.05,0.93,0.35
Hitachi Energy,"20,699.00","19,857.00","20,007.00","19,942.00",65,0.33
KEI Industries,"3,833.00","3,758.40","3,792.60","3,780.00",12.6,0.33
NAVA,612.50,600.00,606.75,604.75,2,0.33
HBL Eng,600.50,583.65,592.90,590.95,1.95,0.33
Sterling Wilson,326.20,318.05,319.90,318.85,1.05,0.33
Apollo Tyres,452.50,446.90,448.80,447.35,1.45,0.32
Tata Chemicals,943.90,932.55,936.65,933.70,2.95,0.32
HCL Tech,"1,734.80","1,713.30","1,728.60","1,723.30",5.3,0.31
Birlasoft,437.10,428.90,433.50,432.20,1.3,0.3
NHPC,86.30,85.20,85.81,85.55,0.26,0.3
AWL Agri,261.00,258.30,259.95,259.20,0.75,0.29
NCC,231.89,228.55,230.46,229.79,0.67,0.29
Sapphire Foods,331.15,326.50,328.80,327.85,0.95,0.29
Sapphire Foods,331.15,326.50,328.80,327.85,0.95,0.29
Amara Raja,977.00,963.00,964.70,962.00,2.7,0.28
Nestle,"2,475.60","2,443.00","2,465.30","2,458.70",6.6,0.27
Nestle,"2,475.60","2,443.00","2,465.30","2,458.70",6.6,0.27
Piramal Pharma,205.37,202.34,203.38,202.83,0.55,0.27
Shree Renuka,33.39,32.91,33.12,33.03,0.09,0.27
Carborundum,978.70,958.55,965.45,962.90,2.55,0.26
Linde India,"6,763.00","6,630.00","6,655.50","6,639.00",16.5,0.25
Jindal Steel,949.20,931.05,941.70,939.35,2.35,0.25
Adani Power,597.30,582.35,585.75,584.35,1.4,0.24
Cipla,"1,514.70","1,500.20","1,505.90","1,502.40",3.5,0.23
PB Fintech,"1,839.80","1,805.40","1,823.90","1,819.90",4,0.22
Power Grid Corp,301.00,296.25,299.90,299.25,0.65,0.22
SAIL,132.75,131.22,131.99,131.70,0.29,0.22
Jupiter Wagons,392.70,386.55,388.40,387.60,0.8,0.21
Elecon Eng,672.00,638.05,654.70,653.35,1.35,0.21
Elecon Eng,672.00,638.05,654.70,653.35,1.35,0.21
PNB Housing Fin,"1,112.40","1,097.00","1,109.40","1,107.10",2.3,0.21
Oil India,440.80,432.40,434.25,433.40,0.85,0.2
PVR INOX,973.40,955.60,970.10,968.15,1.95,0.2
Global Health,"1,170.00","1,110.40","1,136.80","1,134.60",2.2,0.19
Latent View,414.90,409.20,411.50,410.70,0.8,0.19
ABB India,"6,133.50","6,060.00","6,080.50","6,069.50",11,0.18
Patanjali Foods,"1,659.90","1,628.50","1,650.60","1,647.70",2.9,0.18
Godrej Consumer,"1,182.90","1,171.20","1,178.40","1,176.40",2,0.17
Ola Electric,43.49,43.05,43.16,43.09,0.07,0.16
Tata Motors,691.90,685.00,688.00,686.90,1.1,0.16
Tata Motors,691.90,685.00,688.00,686.90,1.1,0.16
V-Guard Ind,390.55,385.40,387.30,386.70,0.6,0.16
Lupin,"1,961.90","1,925.00","1,938.00","1,935.20",2.8,0.14
Deepak Nitrite,"1,995.00","1,965.00","1,987.10","1,984.60",2.5,0.13
NMDC,70.59,69.75,70.00,69.91,0.09,0.13
JM Financial,165.49,156.91,159.34,159.15,0.19,0.12
Gravita India,"1,909.90","1,845.80","1,880.70","1,878.70",2,0.11
Honasa Consumer,313.80,307.55,310.70,310.40,0.3,0.1
KFin Tech,"1,371.00","1,327.10","1,347.70","1,346.40",1.3,0.1
Intellect Desig,"1,154.50","1,116.00","1,148.90","1,147.90",1,0.09
Pidilite Ind,"3,071.70","3,035.10","3,054.40","3,051.70",2.7,0.09
Clean Science,"1,480.00","1,444.70","1,465.60","1,464.50",1.1,0.08
Mah Seamless,768.40,754.00,762.90,762.30,0.6,0.08
Aarti Ind,486.00,478.15,479.45,479.15,0.3,0.06
HEG,521.95,505.85,510.00,509.70,0.3,0.06
HEG,521.95,505.85,510.00,509.70,0.3,0.06
Brigade Ent,"1,122.50","1,103.50","1,109.80","1,109.30",0.5,0.05
JBM Auto,645.75,637.05,642.85,642.50,0.35,0.05
Delhivery,386.95,381.85,382.80,382.65,0.15,0.04
AstraZeneca,"9,067.50","8,815.00","8,908.50","8,907.00",1.5,0.02
ACME Solar,251.20,248.00,249.20,249.15,0.05,0.02
KPIL,"1,243.90","1,212.00","1,227.20","1,227.00",0.2,0.02
Railtel,431.70,423.50,428.40,428.30,0.1,0.02
